gene_id	gene_name	chromosome	start	end	strand	biotype	biotype_family	length	GC_content	no_of_transcripts
YLR135W	SLX4	XII	413281	415527	+	protein_coding	coding	2246	0.378	1
YLR136C	TIS11	XII	415801	416658	-	protein_coding	coding	857	0.411	1
YLR137W	RKM5	XII	417006	418109	+	protein_coding	coding	1103	0.470	1
YLR138W	NHA1	XII	418437	421394	+	protein_coding	coding	2957	0.410	1
YLR139C	SLS1	XII	421542	423473	-	protein_coding	coding	1931	0.413	1
YLR140W		XII	423474	423800	+	protein_coding	coding	326	0.402	1
YLR141W	RRN5	XII	423683	424774	+	protein_coding	coding	1091	0.536	1
YLR142W	PUT1	XII	425186	426616	+	protein_coding	coding	1430	0.412	1
tD(GUC)L1		XII	427132	427203	+	tRNA	snoncoding	71	0.577	1
YLR143W	DPH6	XII	427329	429386	+	protein_coding	coding	2057	0.368	1
YLR144C	ACF2	XII	429677	432016	-	protein_coding	coding	2339	0.385	1
YLR145W	RMP1	XII	432168	432773	+	protein_coding	coding	605	0.380	1
YLR146C	SPE4	XII	432823	433725	-	protein_coding	coding	902	0.389	1
YLR146W-A		XII	433870	434058	+	protein_coding	coding	188	0.415	1
YLR147C	SMD3	XII	434158	434463	-	protein_coding	coding	305	0.410	1
YLR148W	PEP3	XII	434641	437397	+	protein_coding	coding	2756	0.338	1
YLR149C		XII	437631	439823	-	protein_coding	coding	2192	0.384	1
YLR149C-A		XII	440370	440456	-	protein_coding	coding	86	0.337	1
YLR150W	STM1	XII	440467	441288	+	protein_coding	coding	821	0.462	1
YLR151C	PCD1	XII	441715	442737	-	protein_coding	coding	1022	0.376	1
YLR152C		XII	442958	444688	-	protein_coding	coding	1730	0.387	1
YLR153C	ACS2	XII	445524	447575	-	protein_coding	coding	2051	0.423	1
YLR154C	RNH203	XII	447982	448314	-	protein_coding	coding	332	0.431	1
tQ(UUG)L		XII	448650	448721	-	tRNA	snoncoding	71	0.521	1
ETS2-1	ETS2-1	XII	451575	451785	-	rRNA	snoncoding	210	0.319	1
RDN37-1	RDN37-1	XII	451786	457732	-	rRNA	snoncoding	5946	0.459	1
RDN25-1	RDN25-1	XII	451786	455181	-	rRNA	snoncoding	3395	0.480	1
YLR154W-A	YLR154W-A	XII	452438	452623	+	protein_coding	coding	185	0.486	1
YLR154W-B		XII	454392	454556	+	protein_coding	coding	164	0.494	1
YLR154W-C	TAR1	XII	454696	455070	+	protein_coding	coding	374	0.460	1
ITS2-1	ITS2-1	XII	455182	455413	-	rRNA	snoncoding	231	0.390	1
RDN58-1	RDN58-1	XII	455414	455571	-	rRNA	snoncoding	157	0.465	1
YLR154W-E		XII	455433	455636	+	protein_coding	coding	203	0.369	1
ITS1-1	ITS1-1	XII	455572	455932	-	rRNA	snoncoding	360	0.361	1
YLR154W-F		XII	455883	456023	+	protein_coding	coding	140	0.357	1
RDN18-1	RDN18-1	XII	455933	457732	-	rRNA	snoncoding	1799	0.449	1
ETS1-1	ETS1-1	XII	457733	458432	-	rRNA	snoncoding	699	0.419	1
RDN5-1	RDN5-1	XII	459676	459796	+	rRNA	snoncoding	120	0.517	1
ETS2-2	ETS2-2	XII	460712	460922	-	rRNA	snoncoding	210	0.319	1
RDN37-2	RDN37-2	XII	460923	466869	-	rRNA	snoncoding	5946	0.459	1
RDN25-2	RDN25-2	XII	460923	464318	-	rRNA	snoncoding	3395	0.480	1
YLR154C-G		XII	462522	462671	-	protein_coding	coding	149	0.570	1
ITS2-2	ITS2-2	XII	464319	464550	-	rRNA	snoncoding	231	0.390	1
RDN58-2	RDN58-2	XII	464551	464708	-	rRNA	snoncoding	157	0.465	1
ITS1-2	ITS1-2	XII	464709	465069	-	rRNA	snoncoding	360	0.361	1
RDN18-2	RDN18-2	XII	465070	466869	-	rRNA	snoncoding	1799	0.449	1
ETS1-2	ETS1-2	XII	466870	467569	-	rRNA	snoncoding	699	0.419	1
RDN5-2	RDN5-2	XII	468813	468931	+	rRNA	snoncoding	118	0.525	1
YLR154C-H		XII	468827	468958	-	protein_coding	coding	131	0.481	1
YLR155C	ASP3-1	XII	469317	470405	-	protein_coding	coding	1088	0.444	1
YLR156W		XII	472113	472457	+	protein_coding	coding	344	0.477	1
RDN5-3	RDN5-3	XII	472465	472583	+	rRNA	snoncoding	118	0.525	1
YLR156C-A		XII	472479	472610	-	protein_coding	coding	131	0.481	1
YLR157C	ASP3-2	XII	472969	474057	-	protein_coding	coding	1088	0.444	1
YLR157W-D	YLR157W-D	XII	475764	475976	+	protein_coding	coding	212	0.434	1
YLR157C-B		XII	476333	481601	-	transposable_element		5268	0.385	1
YLR157C-A		XII	480279	481601	-	transposable_element		1322	0.414	1
YLR157W-E	YLR157W-E	XII	481873	482037	+	protein_coding	coding	164	0.500	1
RDN5-4	RDN5-4	XII	482045	482163	+	rRNA	snoncoding	118	0.525	1
YLR157C-C		XII	482059	482190	-	protein_coding	coding	131	0.481	1
YLR158C	ASP3-3	XII	482549	483637	-	protein_coding	coding	1088	0.444	1
YLR159W		XII	485345	485689	+	protein_coding	coding	344	0.477	1
RDN5-5	RDN5-5	XII	485697	485815	+	rRNA	snoncoding	118	0.525	1
YLR159C-A		XII	485711	485842	-	protein_coding	coding	131	0.481	1
YLR160C	ASP3-4	XII	486201	487289	-	protein_coding	coding	1088	0.444	1
YLR161W		XII	488997	489341	+	protein_coding	coding	344	0.477	1
RDN5-6	RDN5-6	XII	489349	489469	+	rRNA	snoncoding	120	0.517	1
YLR162W		XII	489573	489929	+	protein_coding	coding	356	0.553	1
YLR162W-A	RRT15	XII	490406	490594	+	protein_coding	coding	188	0.404	1
YLR163C	MAS1	XII	491866	493254	-	protein_coding	coding	1388	0.396	1
YLR163W-A		XII	492812	492925	+	protein_coding	coding	113	0.345	1
YLR164W	SHH4	XII	493883	494389	+	protein_coding	coding	506	0.427	1
YLR165C	PUS5	XII	494494	495258	-	protein_coding	coding	764	0.378	1
YLR166C	SEC10	XII	495429	498044	-	protein_coding	coding	2615	0.326	1
YLR167W	RPS31	XII	498947	499405	+	protein_coding	coding	458	0.424	1
YLR168C	UPS2	XII	499578	500270	-	protein_coding	coding	692	0.383	1
YLR169W		XII	500335	500688	+	protein_coding	coding	353	0.416	1
YLR170C	APS1	XII	500579	501049	-	protein_coding	coding	470	0.394	1
YLR171W		XII	500733	501122	+	protein_coding	coding	389	0.383	1
YLR172C	DPH5	XII	501260	502162	-	protein_coding	coding	902	0.426	1
YLR173W		XII	502421	504247	+	protein_coding	coding	1826	0.411	1
YLR174W	IDP2	XII	504591	505829	+	protein_coding	coding	1238	0.418	1
YLR175W	CBF5	XII	506134	507585	+	protein_coding	coding	1451	0.398	1
YLR176C	RFX1	XII	507797	510232	-	protein_coding	coding	2435	0.388	1
YLR177W		XII	511054	512940	+	protein_coding	coding	1886	0.429	1
YLR178C	TFS1	XII	513162	513821	-	protein_coding	coding	659	0.478	1
YLR179C		XII	514108	514713	-	protein_coding	coding	605	0.481	1
YLR180W	SAM1	XII	515262	516410	+	protein_coding	coding	1148	0.475	1
YLR181C	VTA1	XII	516678	517670	-	protein_coding	coding	992	0.394	1
YLR182W	SWI6	XII	517940	520351	+	protein_coding	coding	2411	0.375	1
YLR183C	TOS4	XII	520543	522012	-	protein_coding	coding	1469	0.396	1
YLR184W		XII	522106	522453	+	protein_coding	coding	347	0.398	1
YLR185W	RPL37A	XII	522663	523288	+	protein_coding	coding	625	0.394	1
YLR186W	EMG1	XII	523632	524390	+	protein_coding	coding	758	0.417	1
YLR187W	SKG3	XII	524865	527945	+	protein_coding	coding	3080	0.398	1
YLR188W	MDL1	XII	528300	530387	+	protein_coding	coding	2087	0.414	1
YLR189C	ATG26	XII	530797	534393	-	protein_coding	coding	3596	0.387	1
YLR190W	MMR1	XII	535214	536689	+	protein_coding	coding	1475	0.413	1
YLR191W	PEX13	XII	537272	538432	+	protein_coding	coding	1160	0.408	1
YLR192C	HCR1	XII	538792	539589	-	protein_coding	coding	797	0.427	1
YLR193C	UPS1	XII	540009	540536	-	protein_coding	coding	527	0.414	1
YLR194C	NCW2	XII	540809	541573	-	protein_coding	coding	764	0.479	1
YLR195C	NMT1	XII	541937	543304	-	protein_coding	coding	1367	0.380	1
YLR196W	PWP1	XII	543968	545698	+	protein_coding	coding	1730	0.404	1
YLR197W	NOP56	XII	546097	547611	+	protein_coding	coding	1514	0.365	1
YLR198C		XII	547286	547645	-	protein_coding	coding	359	0.318	1
YLR199C	PBA1	XII	547853	548769	-	protein_coding	coding	916	0.383	1
YLR200W	YKE2	XII	549012	549356	+	protein_coding	coding	344	0.378	1
YLR201C	COQ9	XII	549511	550293	-	protein_coding	coding	782	0.387	1
YLR202C		XII	550194	550636	-	protein_coding	coding	442	0.333	1
YLR203C	MSS51	XII	550650	551960	-	protein_coding	coding	1310	0.432	1
YLR204W	QRI5	XII	552270	552605	+	protein_coding	coding	335	0.448	1
YLR205C	HMX1	XII	552724	553677	-	protein_coding	coding	953	0.448	1
YLR206W	ENT2	XII	554578	556419	+	protein_coding	coding	1841	0.440	1
YLR207W	HRD3	XII	556788	559289	+	protein_coding	coding	2501	0.414	1
YLR208W	SEC13	XII	559551	560444	+	protein_coding	coding	893	0.437	1
YLR209C	PNP1	XII	560797	561732	-	protein_coding	coding	935	0.426	1
YLR210W	CLB4	XII	562008	563390	+	protein_coding	coding	1382	0.381	1
YLR211C	ATG38	XII	563792	564531	-	protein_coding	coding	739	0.333	1
YLR212C	TUB4	XII	564860	566281	-	protein_coding	coding	1421	0.420	1
YLR213C	CRR1	XII	566654	567922	-	protein_coding	coding	1268	0.446	1
YLR214W	FRE1	XII	568567	570627	+	protein_coding	coding	2060	0.370	1
YLR215C	CDC123	XII	570776	571858	-	protein_coding	coding	1082	0.396	1
YLR216C	CPR6	XII	572096	573211	-	protein_coding	coding	1115	0.382	1
YLR217W		XII	572909	573232	+	protein_coding	coding	323	0.368	1
YLR218C	COA4	XII	573466	573918	-	protein_coding	coding	452	0.456	1
YLR219W	MSC3	XII	574151	576337	+	protein_coding	coding	2186	0.443	1
YLR220W	CCC1	XII	576825	577793	+	protein_coding	coding	968	0.429	1
YLR221C	RSA3	XII	578362	579024	-	protein_coding	coding	662	0.376	1
YLR222C	UTP13	XII	579318	581771	-	protein_coding	coding	2453	0.376	1
YLR222C-A		XII	582006	582236	-	protein_coding	coding	230	0.261	1
YLR223C	IFH1	XII	582233	585490	-	protein_coding	coding	3257	0.375	1
YLR224W	UCC1	XII	586464	587573	+	protein_coding	coding	1109	0.400	1
YLR225C		XII	587695	588918	-	protein_coding	coding	1223	0.364	1
YLR226W	BUR2	XII	589354	590541	+	protein_coding	coding	1187	0.344	1
YLR227C	ADY4	XII	590562	592043	-	protein_coding	coding	1481	0.334	1
tL(UAG)L1		XII	592519	592619	-	tRNA	snoncoding	100	0.470	1
YLR227W-A		XII	593438	594760	+	transposable_element		1322	0.412	1
YLR227W-B		XII	593438	598706	+	transposable_element		5268	0.386	1
YLR228C	ECM22	XII	600019	602463	-	protein_coding	coding	2444	0.409	1
YLR229C	CDC42	XII	604212	604787	-	protein_coding	coding	575	0.421	1
YLR230W		XII	604574	604879	+	protein_coding	coding	305	0.397	1
tI(UAU)L		XII	605300	605432	-	tRNA	snoncoding	132	0.508	1
YLR231C	BNA5	XII	605758	607119	-	protein_coding	coding	1361	0.419	1
YLR232W		XII	606830	607177	+	protein_coding	coding	347	0.421	1
YLR233C	EST1	XII	607425	609524	-	protein_coding	coding	2099	0.360	1
YLR234W	TOP3	XII	609783	611753	+	protein_coding	coding	1970	0.486	1
YLR235C		XII	611532	611930	-	protein_coding	coding	398	0.500	1
YLR236C		XII	611794	612117	-	protein_coding	coding	323	0.505	1
YLR237W	THI7	XII	612367	614163	+	protein_coding	coding	1796	0.428	1
YLR238W	FAR10	XII	614755	616191	+	protein_coding	coding	1436	0.368	1
YLR239C	LIP2	XII	616332	617318	-	protein_coding	coding	986	0.379	1
YLR240W	VPS34	XII	617533	620160	+	protein_coding	coding	2627	0.378	1
YLR241W	CSC1	XII	620473	622821	+	protein_coding	coding	2348	0.390	1
YLR242C	ARV1	XII	622918	623883	-	protein_coding	coding	965	0.340	1
YLR243W	GPN3	XII	624203	625021	+	protein_coding	coding	818	0.388	1
YLR244C	MAP1	XII	625168	626331	-	protein_coding	coding	1163	0.406	1
YLR245C	CDD1	XII	626502	626930	-	protein_coding	coding	428	0.442	1
YLR246W	ERF2	XII	627118	628197	+	protein_coding	coding	1079	0.401	1
tL(CAA)L		XII	628383	628497	+	tRNA	snoncoding	114	0.439	1
YLR247C	IRC20	XII	628684	633354	-	protein_coding	coding	4670	0.367	1
YLR248W	RCK2	XII	634252	636084	+	protein_coding	coding	1832	0.404	1
YLR249W	YEF3	XII	636780	639914	+	protein_coding	coding	3134	0.418	1
YLR250W	SSP120	XII	640317	641021	+	protein_coding	coding	704	0.381	1
YLR251W	SYM1	XII	641464	642057	+	protein_coding	coding	593	0.386	1
YLR252W		XII	641957	642262	+	protein_coding	coding	305	0.364	1
YLR253W	MCP2	XII	642627	644336	+	protein_coding	coding	1709	0.408	1
YLR254C	NDL1	XII	644404	644973	-	protein_coding	coding	569	0.399	1
YLR255C		XII	645600	645953	-	protein_coding	coding	353	0.473	1
YLR256W	HAP1	XII	646415	650923	+	protein_coding	coding	4508	0.414	1
YLR256W-A		XII	651117	652439	+	transposable_element		1322	0.415	1
tA(AGC)L		XII	656934	657006	-	tRNA	snoncoding	72	0.653	1
YLR257W		XII	658826	659791	+	protein_coding	coding	965	0.420	1
YLR258W	GSY2	XII	660716	662833	+	protein_coding	coding	2117	0.417	1
YLR259C	HSP60	XII	663284	665002	-	protein_coding	coding	1718	0.432	1
YLR260W	LCB5	XII	665844	667907	+	protein_coding	coding	2063	0.397	1
YLR261C	VPS63	XII	668237	668563	-	protein_coding	coding	326	0.387	1
YLR262C	YPT6	XII	668244	668891	-	protein_coding	coding	647	0.360	1
YLR262C-A	TMA7	XII	669468	669662	-	protein_coding	coding	194	0.407	1
YLR263W	RED1	XII	670340	672823	+	protein_coding	coding	2483	0.352	1
YLR264W	RPS28B	XII	673131	673334	+	protein_coding	coding	203	0.453	1
YLR264C-A		XII	673828	673944	-	protein_coding	coding	116	0.302	1
YLR265C	NEJ1	XII	674427	675455	-	protein_coding	coding	1028	0.347	1
YLR266C	PDR8	XII	675619	677724	-	protein_coding	coding	2105	0.357	1
YLR267W	BOP2	XII	678212	679924	+	protein_coding	coding	1712	0.359	1
YLR268W	SEC22	XII	680200	680844	+	protein_coding	coding	644	0.398	1
YLR269C		XII	680866	681216	-	protein_coding	coding	350	0.357	1
YLR270W	DCS1	XII	681186	682238	+	protein_coding	coding	1052	0.385	1
YLR271W	CMG1	XII	682737	683561	+	protein_coding	coding	824	0.362	1
YLR272C	YCS4	XII	683672	687202	-	protein_coding	coding	3530	0.362	1
tV(AAC)L		XII	687859	687932	-	tRNA	snoncoding	73	0.534	1
YLR273C	PIG1	XII	689083	691029	-	protein_coding	coding	1946	0.361	1
YLR274W	MCM5	XII	691555	693882	+	protein_coding	coding	2327	0.373	1
YLR275W	SMD2	XII	694378	694800	+	protein_coding	coding	422	0.325	1
YLR276C	DBP9	XII	695046	696830	-	protein_coding	coding	1784	0.360	1
YLR277C	YSH1	XII	697156	699495	-	protein_coding	coding	2339	0.377	1
YLR278C		XII	699999	704024	-	protein_coding	coding	4025	0.397	1
YLR279W		XII	704309	704698	+	protein_coding	coding	389	0.524	1
YLR280C		XII	704483	704833	-	protein_coding	coding	350	0.586	1
YLR281C		XII	704493	704960	-	protein_coding	coding	467	0.559	1
YLR282C		XII	705071	705412	-	protein_coding	coding	341	0.393	1
YLR283W		XII	705186	706130	+	protein_coding	coding	944	0.369	1
YLR284C	ECI1	XII	706198	707040	-	protein_coding	coding	842	0.388	1
YLR285W	NNT1	XII	707360	708145	+	protein_coding	coding	785	0.378	1
YLR285C-A		XII	708168	708338	-	protein_coding	coding	170	0.271	1
YLR286C	CTS1	XII	708448	710136	-	protein_coding	coding	1688	0.409	1
YLR286W-A		XII	708562	708696	+	protein_coding	coding	134	0.433	1
YLR287C		XII	710991	712058	-	protein_coding	coding	1067	0.357	1
YLR287C-A	RPS30A	XII	712537	713158	-	protein_coding	coding	621	0.335	1
YLR288C	MEC3	XII	713480	714904	-	protein_coding	coding	1424	0.402	1
YLR289W	GUF1	XII	715089	717026	+	protein_coding	coding	1937	0.387	1
YLR290C	COQ11	XII	717145	717978	-	protein_coding	coding	833	0.364	1
YLR291C	GCD7	XII	718317	719462	-	protein_coding	coding	1145	0.386	1
YLR292C	SEC72	XII	719789	720370	-	protein_coding	coding	581	0.387	1
YLR293C	GSP1	XII	720771	721430	-	protein_coding	coding	659	0.417	1
YLR294C		XII	721701	722030	-	protein_coding	coding	329	0.304	1
YLR295C	ATP14	XII	721999	722373	-	protein_coding	coding	374	0.420	1
YLR296W		XII	722978	723304	+	protein_coding	coding	326	0.393	1
YLR297W		XII	724044	724433	+	protein_coding	coding	389	0.393	1
YLR298C	YHC1	XII	724721	725416	-	protein_coding	coding	695	0.393	1
YLR299W	ECM38	XII	726069	728051	+	protein_coding	coding	1982	0.429	1
YLR299C-A		XII	727911	728003	-	protein_coding	coding	92	0.413	1
YLR300W	EXG1	XII	728955	730301	+	protein_coding	coding	1346	0.419	1
YLR301W	HRI1	XII	730825	731559	+	protein_coding	coding	734	0.398	1
tL(UAG)L2		XII	732090	732190	+	tRNA	snoncoding	100	0.450	1
YLR302C		XII	732191	732553	-	protein_coding	coding	362	0.384	1
YLR303W	MET17	XII	732542	733876	+	protein_coding	coding	1334	0.414	1
tI(AAU)L1		XII	734802	734875	+	tRNA	snoncoding	73	0.575	1
YLR304C	ACO1	XII	735212	737548	-	protein_coding	coding	2336	0.414	1
YLR305C	STT4	XII	738161	743863	-	protein_coding	coding	5702	0.384	1
YLR306W	UBC12	XII	744151	744851	+	protein_coding	coding	700	0.373	1
YLR307W	CDA1	XII	745620	746525	+	protein_coding	coding	905	0.397	1
YLR307C-A		XII	746848	747111	-	protein_coding	coding	263	0.373	1
YLR308W	CDA2	XII	747937	748875	+	protein_coding	coding	938	0.386	1
YLR309C	IMH1	XII	749034	751769	-	protein_coding	coding	2735	0.347	1
YLR310C	CDC25	XII	752224	756993	-	protein_coding	coding	4769	0.370	1
YLR311C		XII	757265	757612	-	protein_coding	coding	347	0.305	1
YLR312C		XII	757637	758833	-	protein_coding	coding	1196	0.383	1
YLR312W-A	MRPL15	XII	759480	760241	+	protein_coding	coding	761	0.393	1
YLR313C	SPH1	XII	760750	762342	-	protein_coding	coding	1592	0.386	1
YLR314C	CDC3	XII	762575	764137	-	protein_coding	coding	1562	0.380	1
YLR315W	NKP2	XII	764808	765269	+	protein_coding	coding	461	0.440	1
YLR316C	TAD3	XII	765266	766358	-	protein_coding	coding	1092	0.425	1
YLR317W		XII	765655	766089	+	protein_coding	coding	434	0.429	1
YLR318W	EST2	XII	766542	769196	+	protein_coding	coding	2654	0.338	1
YLR319C	BUD6	XII	769318	771684	-	protein_coding	coding	2366	0.388	1
YLR320W	MMS22	XII	771940	776304	+	protein_coding	coding	4364	0.370	1
YLR321C	SFH1	XII	776584	777864	-	protein_coding	coding	1280	0.392	1
YLR322W	VPS65	XII	777628	777942	+	protein_coding	coding	314	0.354	1
YLR323C	CWC24	XII	778173	778952	-	protein_coding	coding	779	0.420	1
YLR324W	PEX30	XII	779215	780786	+	protein_coding	coding	1571	0.416	1
YLR325C	RPL38	XII	781143	781379	-	protein_coding	coding	236	0.390	1
YLR326W		XII	782174	782896	+	protein_coding	coding	722	0.427	1
YLR327C	TMA10	XII	783127	783387	-	protein_coding	coding	260	0.450	1
tX(XXX)L		XII	784354	784453	+	tRNA	snoncoding	99	0.515	1
YLR328W	NMA1	XII	784913	786118	+	protein_coding	coding	1205	0.402	1
YLR329W	REC102	XII	786442	787333	+	protein_coding	coding	891	0.378	1
YLR330W	CHS5	XII	787664	789679	+	protein_coding	coding	2015	0.417	1
YLR331C	JIP3	XII	790669	791046	-	protein_coding	coding	377	0.416	1
YLR332W	MID2	XII	790676	791806	+	protein_coding	coding	1130	0.415	1
tD(GUC)L2		XII	793918	793989	+	tRNA	snoncoding	71	0.577	1
snR61	SNR61	XII	794486	794575	-	snoRNA	snoncoding	89	0.292	1
snR55	SNR55	XII	794697	794794	-	snoRNA	snoncoding	97	0.371	1
snR57	SNR57	XII	794937	795024	-	snoRNA	snoncoding	87	0.264	1
YLR333C	RPS25B	XII	795573	795899	-	protein_coding	coding	326	0.439	1
YLR334C		XII	796698	797078	-	protein_coding	coding	380	0.316	1
tE(UUC)L		XII	797178	797249	+	tRNA	snoncoding	71	0.563	1
YLR335W	NUP2	XII	797430	799592	+	protein_coding	coding	2162	0.406	1
YLR336C	SGD1	XII	799697	802396	-	protein_coding	coding	2699	0.363	1
YLR337C	VRP1	XII	802653	805106	-	protein_coding	coding	2453	0.489	1
YLR338W	OPI9	XII	804346	805203	+	protein_coding	coding	857	0.502	1
YLR339C		XII	805784	806335	-	protein_coding	coding	551	0.412	1
YLR340W	RPP0	XII	805887	806825	+	protein_coding	coding	938	0.447	1
YLR341W	SPO77	XII	807385	808818	+	protein_coding	coding	1433	0.342	1
YLR342W	FKS1	XII	809997	815627	+	protein_coding	coding	5630	0.391	1
YLR342W-A		XII	815810	815983	+	protein_coding	coding	173	0.312	1
YLR343W	GAS2	XII	816094	817761	+	protein_coding	coding	1667	0.385	1
tR(CCG)L	TRR4	XII	818609	818680	+	tRNA	snoncoding	71	0.577	1
YLR344W	RPL26A	XII	819312	820142	+	protein_coding	coding	830	0.376	1
YLR345W		XII	820511	822040	+	protein_coding	coding	1529	0.377	1
YLR346C	CIS1	XII	822287	822592	-	protein_coding	coding	305	0.377	1
YLR347C	KAP95	XII	823828	826413	-	protein_coding	coding	2585	0.412	1
YLR347W-A		XII	824789	824929	+	protein_coding	coding	140	0.486	1
YLR348C	DIC1	XII	826977	827873	-	protein_coding	coding	896	0.485	1
YLR349W		XII	827521	828027	+	protein_coding	coding	506	0.484	1
YLR350W	ORM2	XII	828730	829380	+	protein_coding	coding	650	0.471	1
YLR351C	NIT3	XII	829489	830364	-	protein_coding	coding	875	0.433	1
YLR352W		XII	831116	833539	+	protein_coding	coding	2423	0.375	1
YLR353W	BUD8	XII	834352	836163	+	protein_coding	coding	1811	0.419	1
YLR354C	TAL1	XII	836350	837357	-	protein_coding	coding	1007	0.421	1
YLR355C	ILV5	XII	838066	839253	-	protein_coding	coding	1187	0.463	1
YLR356W	ATG33	XII	840321	840914	+	protein_coding	coding	593	0.442	1
YLR357W	RSC2	XII	841331	844000	+	protein_coding	coding	2669	0.403	1
YLR358C		XII	843487	844050	-	protein_coding	coding	563	0.414	1
YLR359W	ADE13	XII	844282	845730	+	protein_coding	coding	1448	0.396	1
YLR360W	VPS38	XII	846103	847422	+	protein_coding	coding	1319	0.354	1
YLR361C	DCR2	XII	847388	849124	-	protein_coding	coding	1736	0.396	1
YLR361C-A		XII	849383	849679	-	protein_coding	coding	296	0.395	1
YLR362W	STE11	XII	849866	852019	+	protein_coding	coding	2153	0.384	1
YLR363C	NMD4	XII	852495	853151	-	protein_coding	coding	656	0.337	1
YLR363W-A		XII	853461	853718	+	protein_coding	coding	257	0.381	1
YLR364W	GRX8	XII	854062	854391	+	protein_coding	coding	329	0.404	1
YLR365W		XII	855199	855531	+	protein_coding	coding	332	0.361	1
YLR364C-A		XII	855523	855645	-	protein_coding	coding	122	0.418	1
YLR366W		XII	855538	855843	+	protein_coding	coding	305	0.367	1
YLR367W	RPS22B	XII	856442	857317	+	protein_coding	coding	875	0.368	1
snR44	SNR44	XII	856710	856920	+	snoRNA	snoncoding	210	0.390	1
YLR368W	MDM30	XII	857540	859336	+	protein_coding	coding	1796	0.369	1
YLR369W	SSQ1	XII	859552	861525	+	protein_coding	coding	1973	0.380	1
YLR370C	ARC18	XII	861718	862254	-	protein_coding	coding	536	0.414	1
YLR371W	ROM2	XII	862714	866784	+	protein_coding	coding	4070	0.385	1
YLR372W		XII	867354	868391	+	protein_coding	coding	1037	0.379	1
YLR373C	VID22	XII	868662	871367	-	protein_coding	coding	2705	0.377	1
YLR374C		XII	871453	871842	-	protein_coding	coding	389	0.470	1
YLR375W	STP3	XII	871697	872728	+	protein_coding	coding	1031	0.467	1
YLR376C	PSY3	XII	872826	873554	-	protein_coding	coding	728	0.372	1
YLR377C	FBP1	XII	873746	874792	-	protein_coding	coding	1046	0.440	1
tK(UUU)L		XII	875376	875471	+	tRNA	snoncoding	95	0.505	1
YLR378C	SEC61	XII	875736	877178	-	protein_coding	coding	1442	0.460	1
YLR379W		XII	876922	877296	+	protein_coding	coding	374	0.441	1
